address,authority,latitude,longitude
12154 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01107415,31.06630832
11855 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01486929,31.06764145
11479 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0121664,31.06478904
11893 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01529802,31.06668338
11633 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01430845,31.06727596
11700 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0131023,31.06379204
12178 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01159355,31.06742587
11548 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01258564,31.06757324
11896 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01509197,31.06639887
11614 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01303849,31.06719457
11468 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01148941,31.06503501
11735 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01441052,31.06547519
11507 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01162068,31.06531284
11499 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01225659,31.06548315
11617 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01324507,31.06746625
11844 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01491481,31.066543
11861 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01434525,31.06808088
12155 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01098239,31.06639033
11697 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01382941,31.06579082
11727 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01387645,31.06514769
12196 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01241109,31.06795316
11597 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01291497,31.0645463
11536 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01339175,31.06546053
11521 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01237549,31.06635981
12163 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01137797,31.06652953
11581 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01252891,31.06440014
12173 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01164169,31.06708028
11724 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01366192,31.06486174
11522 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01246249,31.06648012
11681 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01462598,31.06722995
11627 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01401039,31.06781614
11603 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01361237,31.06634628
12221 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01340646,31.06908104
11589 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01310237,31.06517586
11817 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01469618,31.06576464
11475 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01211344,31.06451871
11729 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01402016,31.06533719
11586 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01288801,31.06488538
11895 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01516124,31.06649508
11601 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01263172,31.06416201
11687 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01452229,31.06671258
11450 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01146347,31.06605872
11749 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0134144,31.06415452
11599 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01277722,31.06435765
11697,CHITUNGWIZA MUNICIPALITY,-18.0138307,31.0658699
11741 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01398391,31.06490528
11500 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0121694,31.06555456
19958,CHITUNGWIZA MUNICIPALITY,-18.0157536,31.0683516
19934,CHITUNGWIZA MUNICIPALITY,-18.0150713,31.0696183
19953,CHITUNGWIZA MUNICIPALITY,-18.0160358,31.0686787
19948 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0163673,31.06918
19942,CHITUNGWIZA MUNICIPALITY,-18.0157174,31.0697177
19952,CHITUNGWIZA MUNICIPALITY,-18.016101,31.0688699
19955,CHITUNGWIZA MUNICIPALITY,-18.0155801,31.0682523
2003,CHITUNGWIZA MUNICIPALITY,-18.0150945,31.0683042
2005 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0152028,31.0679679
19993,CHITUNGWIZA MUNICIPALITY,-18.0151416,31.0682843
9929,CHITUNGWIZA MUNICIPALITY,-18.0145164,31.0692653
19938 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.015495,31.07009
19962 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.015532,31.068508
19977,CHITUNGWIZA MUNICIPALITY,-18.0153881,31.069215
11503 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01189937,31.06577826
11890 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01539556,31.06702683
11636 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01404132,31.0674899
11594 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01313586,31.06484266
11566 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01289885,31.06760953
11745 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01370124,31.06452335
11720 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01337866,31.06448203
11842 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0147838,31.06635516
11868 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01374696,31.06859258
12201 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01219159,31.06843718
11473 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01193325,31.06466864
11462 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01142786,31.0656279
11843 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01484542,31.06644785
11519 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01227938,31.06615392
12151 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01093664,31.06611799
12190 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01184172,31.06795609
11679 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01449004,31.0670459
11683 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01479709,31.06712474
12212 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01299963,31.06912145
11744 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01377188,31.06461782
11541 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01352792,31.06564741
11685 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01466519,31.06690235
11477 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01234473,31.06463542
11883 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01509013,31.06775781
11875 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01440175,31.06833631
11638 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01388401,31.06764964
11690 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01432521,31.06644078
11747 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01355812,31.06433213
11865 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01400112,31.06837255
11657 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01333652,31.06727221
12207 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01268735,31.0690871
11693 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01411227,31.06615576
11725 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01373416,31.06495337
12160 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0111033,31.06675033
12172 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01154929,31.06715841
11845 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01498638,31.06663918
11647 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01391334,31.0671341
11592 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01327458,31.06503327
11731 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01416348,31.06553282
11652 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01377336,31.06694893
11463 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01135544,31.06553064
11497 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01243017,31.06534039
11510 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01197716,31.06663442
11715 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01319451,31.06394307
11514 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0122065,31.066754
11849 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01516927,31.06705701
12225 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01329064,31.06941712
11546 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01244446,31.067383
11610 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01299615,31.06684999
2000,CHITUNGWIZA MUNICIPALITY,-18.0146396,31.06842
11623 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01365926,31.06810143
12209 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01282379,31.06927324
11689 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01438977,31.06653408
19954,CHITUNGWIZA MUNICIPALITY,-18.0158822,31.0685351
12191 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01195932,31.06832244
11898 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01494928,31.06622249
12229 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01294408,31.06971632
12017 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01838984,31.0644851
11968 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01775819,31.06477185
12008 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01886793,31.06379088
11989 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01872464,31.06525216
11965 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01757414,31.06447542
12015 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01838714,31.06423061
11979 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01823866,31.06529834
11993 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01849001,31.06484968
11970 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01791304,31.06500545
12040 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01927564,31.06482402
11992 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0185586,31.06497872
12033 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01866328,31.06490472
11987 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01773872,31.06451436
11973 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01800772,31.06530895
NULL,CHITUNGWIZA MUNICIPALITY,-18.0194406,31.06381044
12073 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0199425,31.06376736
12028 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01908687,31.0644792
12026 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01927127,31.06433563
12022 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01890176,31.06446513
12031 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01880182,31.06467628
12006 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01869757,31.06385791
11980 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01818026,31.06519569
12049 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01948946,31.06405917
12020 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01869478,31.06453997
NULL,CHITUNGWIZA MUNICIPALITY,-18.01938108,31.06368963
21491,CHITUNGWIZA MUNICIPALITY,-18.0232633,31.0611383
12034 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01871291,31.06497421
12021 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01877754,31.06445982
11982 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01805196,31.06500987
12039 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01918177,31.06488889
12038 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01908614,31.06495076
12013 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01859241,31.06416478
12056 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01957505,31.06424801
12035 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01879597,31.06510403
11994 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01843496,31.06478199
12044 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01916272,31.06357259
12055 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01987061,31.06446007
12059 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01962892,31.06411336
12016 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01830501,31.06434612
11984 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01793339,31.06479839
12060 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01958717,31.06401387
11997 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01822831,31.06445171
11974 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01809927,31.06541157
11986 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01780862,31.06462054
12027 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01917484,31.06440671
12018 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01846835,31.0645979
12066 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01919541,31.06342842
12077 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.02021066,31.06416321
11975 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01816222,31.06551031
12007 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01879899,31.0638087
11998 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01817055,31.06436598
12025 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01920159,31.06422794
11991 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01856781,31.06509248
11983 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01798825,31.06489573
12045 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0191972,31.06366476
12047 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0193411,31.06389661
12010 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01885089,31.06392412
12079 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.02030316,31.06434166
17586/ZENGEZA 4 ZENGEZA 4 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01571756,31.06099134
12003 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0183737,31.06403111
11971 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01801745,31.06517092
12071 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01975107,31.06349242
12054 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01978725,31.06455602
11976 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01822643,31.06560424
11917 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01981147,31.06355549
12064 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01936393,31.06357156
12041 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01939886,31.06478348
12032 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01863853,31.06476777
12023 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01896757,31.064333
12053 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01971294,31.06447991
12065 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01925048,31.06348439
12061 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01947435,31.06388684
NULL,CHITUNGWIZA MUNICIPALITY,-18.01770864,31.06468159
NULL,CHITUNGWIZA MUNICIPALITY,-18.0200412,31.06392687
12002 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01830953,31.06412232
11978 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01829795,31.06538594
12030 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01886938,31.06460519
12057 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01966251,31.06433592
11996 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01829238,31.06455549
11981 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01812717,31.06510013
12005 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01860101,31.0639283
12009 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0189454,31.06386215
19546,CHITUNGWIZA MUNICIPALITY,-18.0213451,31.0625553
12012 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01868042,31.06404922
12041 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01951644,31.06472897
12000 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01813626,31.06425317
11972 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01807496,31.06526648
12014 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01849362,31.06416925
11988,CHITUNGWIZA MUNICIPALITY,-18.01768651,31.06440464
12068 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01958143,31.06328317
11999 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0180406,31.06432176
19260 TILCO ROAD,CHITUNGWIZA MUNICIPALITY,-18.0200628,31.0579614
12072 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01985838,31.06365218
11995 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01836097,31.06466197
11990 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01868494,31.06518448
12029 TONGOGARA,CHITUNGWIZA MUNICIPALITY,-18.01899537,31.0645517
12004 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01851167,31.06401403
12078 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.02021966,31.06423862
11966 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01764316,31.0645701
NULL,CHITUNGWIZA MUNICIPALITY,-18.0190987,31.06344946
12011 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01874901,31.06402035
11969 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01797763,31.06510278
12067 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01969466,31.06336272
12001 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01822741,31.0641909
12046 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01927182,31.06375892
12074 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01996094,31.06382966
12050 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01950989,31.06415955
12058 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01968537,31.06421217
11977 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01840581,31.06548211
12019 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01856311,31.064708
12076 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.02009828,31.06403924
11985 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01788207,31.06470018
12048 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01942194,31.06398988
12037 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.01900185,31.06503211
NULL,CHITUNGWIZA MUNICIPALITY,-18.01910868,31.06431873
NULL,CHITUNGWIZA MUNICIPALITY,-18.01894681,31.0651225
15169 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99959512,31.06942448
15069 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00066994,31.06866138
13918 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99842312,31.06794876
15094 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99936604,31.06830946
13898 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99850599,31.06775767
13889 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99896275,31.0675231
13899 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99831717,31.06769632
13917 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99826242,31.06795762
13948 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99813422,31.06956089
15125 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00024032,31.07002209
15086 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0003101,31.06881927
13945 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99768988,31.06983266
15077 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99975911,31.06817985
13868 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00077005,31.06832958
15088 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00007615,31.06870589
15067 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00074786,31.06843828
13938 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99739794,31.06904033
13875 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99997777,31.06800365
13875,CHITUNGWIZA MUNICIPALITY,-17.9990922,31.0703973
15089 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.999963,31.06865156
15143 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99924336,31.07000928
13907 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99811399,31.06863411
15098 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99920456,31.06875826
13956 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99691654,31.06926108
15081 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00049615,31.06921963
15109 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99880892,31.07000962
15150 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99932763,31.06917329
15139 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.9997726,31.07020613
15114 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99931979,31.07026266
13957 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99686268,31.06944218
15073 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.0001787,31.06838054
15172 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99969884,31.06909406
13897 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99866904,31.06782678
15091 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99974474,31.06854575
15145 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99911466,31.06976825
15142 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99939361,31.07004215
15087 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00019559,31.06876311
15126 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00027723,31.06990794
15105 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99895216,31.06955915
13944 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99754474,31.06964451
15078 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99964201,31.06812439
13872 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00028357,31.06815558
13900 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99789561,31.06781581
13929 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99781905,31.0701957
15163 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99989223,31.06929439
15152 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99939637,31.0689531
15122 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00012786,31.0703702
15070 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00051478,31.06854562
13915 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99818625,31.06836282
15095 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99930862,31.06841351
13942 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99771916,31.06921731
13914 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99843001,31.06842556
15130 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00042465,31.06943704
13949 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99818233,31.06937993
15149 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99929199,31.06928505
15111 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99896375,31.0701313
13919 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99857365,31.06805035
13928 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99798833,31.07026049
13951 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99828869,31.06904015
15099 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.9991718,31.06886599
15123 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00016656,31.07025252
15101 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99910229,31.06908758
13926 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99837591,31.07002063
15084 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00059831,31.06888983
15107 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99887772,31.06978707
13886 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.9994286,31.06772799
15154 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99948719,31.06868952
13947 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.9981204,31.06974577
13935 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99724818,31.06954659
15164 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99985627,31.06940637
15121 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00009207,31.07048327
13893 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99899372,31.0681776
15082 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00053587,31.06910608
13920 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99875979,31.06813952
13950 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-17.99823614,31.06920623
15132 ZENGEZA 4,CHITUNGWIZA MUNICIPALITY,-18.00018127,31.0694794
