address,authority,latitude,longitude
9186 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03059253,31.0733309
8905 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02964585,31.07420223
9142 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.029756,31.07246675
8810 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0290158,31.07388806
8829 8829 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02847093,31.0749525
8809 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02891066,31.07388111
9049 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02890744,31.073095
NULL,CHITUNGWIZA MUNICIPALITY,-18.02909106,31.07397796
34119 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02694933,31.07502538
34112 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.026508,31.0746996
NULL,CHITUNGWIZA MUNICIPALITY,-18.02968685,31.07399599
9002 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02790991,31.07283341
NULL,CHITUNGWIZA MUNICIPALITY,-18.03047381,31.07352488
8792 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02827156,31.07527281
9184 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03024728,31.07316575
8879 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03030496,31.07514683
9144 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02976657,31.07227714
9004 2253 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02794441,31.07310044
8859 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02891059,31.07500733
8804 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02863111,31.07414306
8863 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02880853,31.07539128
8819 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02882184,31.07397052
9148 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02978411,31.07190312
9176 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03029657,31.07240551
8889 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0294369,31.07486616
8604 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02919973,31.07775927
8577 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02926553,31.07818279
8576 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0292278,31.0782436
9185 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0302412,31.07325757
9131 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02936079,31.07299892
NULL,CHITUNGWIZA MUNICIPALITY,-18.02860294,31.07431978
8976 2353 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02769574,31.07354103
NULL,CHITUNGWIZA MUNICIPALITY,-18.02932106,31.07490935
33827 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02677104,31.07444055
NULL,CHITUNGWIZA MUNICIPALITY,-18.0291973,31.0753807
9062 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0296324,31.07358137
34115 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02655253,31.07488139
NULL,CHITUNGWIZA MUNICIPALITY,-18.02877445,31.07354902
8949 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03045468,31.07456441
NULL,CHITUNGWIZA MUNICIPALITY,-18.02870325,31.07717729
NULL,CHITUNGWIZA MUNICIPALITY,-18.02790476,31.07308964
8700 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0291274,31.07692168
8795 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02837249,31.0750023
9078 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03044547,31.07348139
8587 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02905669,31.07900865
9193 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03072362,31.07296251
9201 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03092181,31.07263465
9060 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02945281,31.07351999
9139 9139 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02973751,31.07275215
9092 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02920357,31.07344638
8736 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02880708,31.0766465
8688 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02983476,31.07596608
NULL,CHITUNGWIZA MUNICIPALITY,-18.03006762,31.07393351
8793 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02831206,31.07519516
9128 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02937711,31.07290249
8812 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02916814,31.07391194
8734 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02887235,31.07644828
9084 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02992077,31.07349161
NULL,CHITUNGWIZA MUNICIPALITY,-18.02798301,31.07625914
9108 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02935442,31.07183338
8986 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02783373,31.07290533
9133 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02933256,31.07318822
NULL,CHITUNGWIZA MUNICIPALITY,-18.03042373,31.07448255
NULL,CHITUNGWIZA MUNICIPALITY,-18.0289796,31.07572955
8993 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02822561,31.07239669
34270 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02620424,31.07403116
8723 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02953738,31.0755652
34280 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02664432,31.07317053
33823 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02717937,31.07459714
NULL,CHITUNGWIZA MUNICIPALITY,-18.02787765,31.07688127
9104 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02927233,31.07223557
NULL,CHITUNGWIZA MUNICIPALITY,-18.0287684,31.07673835
8569 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02901266,31.07894142
9153 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02986346,31.07208509
8933 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0303307,31.0745472
8899 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02955678,31.07389609
8947 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03051516,31.074415
9202 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03082676,31.07262906
9194 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03071488,31.07306133
8869 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02965035,31.07506115
8929 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02994605,31.07470864
NULL,CHITUNGWIZA MUNICIPALITY,-18.02869065,31.07543348
9158 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02983368,31.07255832
8787 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0280028,31.07616713
8764 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02896298,31.07565136
9074 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03071603,31.07363843
8638 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02811969,31.07696411
8940 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03053009,31.0739036
9082 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0300863,31.07344801
8633 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02853225,31.07711263
8547 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02844944,31.07820262
8823 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02872713,31.07433776
9087 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02964574,31.07345078
8960 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02759377,31.07363713
8936 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0304732,31.0743176
8798 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02846179,31.07475084
8901 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02969746,31.07378154
9065 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02989492,31.07355796
8992 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02818958,31.07250527
8982 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02710734,31.07339178
9208 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03074178,31.07253737
8871 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02984141,31.07506725
8565 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02859328,31.07871876
19277 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02892496,31.07204444
8928 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02996943,31.07460029
8867 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02948895,31.07495772
9154 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02984637,31.07227816
9085 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0298053,31.07348485
8681 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03022456,31.07549527
NULL,CHITUNGWIZA MUNICIPALITY,-18.02877714,31.07345768
8893 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02941468,31.07444335
9073 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03064583,31.07361368
8525 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02821003,31.07743111
8667 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02946092,31.07664698
8835 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02829997,31.07550519
NULL,CHITUNGWIZA MUNICIPALITY,-18.0293354,31.0730824
8877 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03035766,31.075241
NULL,CHITUNGWIZA MUNICIPALITY,-18.02962343,31.07492797
8898 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0295529,31.07399719
8584 8584 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02917578,31.07874483
9130 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02941722,31.07275099
8941 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03059202,31.07392921
8649 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02814817,31.07684641
8921 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03013761,31.07393881
8746 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02868633,31.07606782
8624 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02940743,31.07752408
8796 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02839462,31.07492926
9095 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02926205,31.07305202
NULL,CHITUNGWIZA MUNICIPALITY,-18.02959879,31.07428124
8540 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02863651,31.07756695
NULL,CHITUNGWIZA MUNICIPALITY,-18.02933857,31.07239928
8881 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03013296,31.07507373
8958 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02738631,31.07360432
8884 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0298733,31.07497547
NULL,CHITUNGWIZA MUNICIPALITY,-18.02732614,31.07360119
9048 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02890744,31.07299695
8996 2262 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02846676,31.0724678
9212 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03110295,31.07256533
9106 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02935821,31.07202189
8728 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02923784,31.07593275
NULL,CHITUNGWIZA MUNICIPALITY,-18.0287275,31.07532798
NULL,CHITUNGWIZA MUNICIPALITY,-18.02891415,31.07290292
9059 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02938842,31.07350012
NULL,CHITUNGWIZA MUNICIPALITY,-18.03052647,31.07356245
8679 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03017297,31.07567163
9179 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03027834,31.07269448
8923 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0301011,31.07417387
8655 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02866172,31.07701266
NULL,CHITUNGWIZA MUNICIPALITY,-18.02871299,31.07848636
NULL,CHITUNGWIZA MUNICIPALITY,-18.0300195,31.07512321
9175 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03021082,31.07239842
9165 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02980079,31.07322999
8542 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02858461,31.07774864
9079 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03037199,31.07350761
9168 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03012079,31.07305713
8699 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02914438,31.07683338
8826 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02860505,31.07469626
8801 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02849583,31.07447143
9116 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02956234,31.07161325
9056 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02909726,31.07356008
8706 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02905627,31.07641257
NULL,CHITUNGWIZA MUNICIPALITY,-18.03237351,31.0674414
9471 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03172176,31.06914567
9355 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03186178,31.07053046
NULL,CHITUNGWIZA MUNICIPALITY,-18.03044829,31.07009631
9510 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03184286,31.06809442
9041 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02896915,31.07158715
3385 L ZAMBEZI STREET,CHITUNGWIZA MUNICIPALITY,-18.03126417,31.07028169
9217 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03104865,31.07215979
9236 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03087088,31.07209431
9347 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0312872,31.07181892
9457 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03174819,31.06930523
9282 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02984158,31.07056298
9494 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03211872,31.06828647
9440 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03098622,31.06957675
9324 325 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03117264,31.07154517
9348 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03184278,31.07096071
9470 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03164186,31.06915902
9504 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03154628,31.06864048
9269 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03009965,31.07085255
9421 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02989359,31.0701736
9435 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03056173,31.06954377
9487 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03244886,31.06809757
9476 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03216024,31.06933372
9255 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02989949,31.07116905
9030 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02941609,31.07074695
NULL,CHITUNGWIZA MUNICIPALITY,-18.03039994,31.07105766
9538 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0318299,31.0679235
9499 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03186678,31.06874403
9386 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03101915,31.07009781
9253 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02975312,31.07106459
9525 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03275433,31.06702913
9388 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03122452,31.07016359
9296 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03072838,31.071306
9451 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03205713,31.06990459
9319 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03084448,31.07169209
9399 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03191472,31.07005586
9522 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03273348,31.06729312
9513 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0321163,31.06784403
9346 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03124325,31.07172651
4795 199TH STREET,CHITUNGWIZA MUNICIPALITY,-18.03169296,31.07077126
9396 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03192311,31.07040074
99999/28366 HIGHFIELD SOUTHERTON,CHITUNGWIZA MUNICIPALITY,-18.03233493,31.0682229
9528 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0325478,31.0672106
NULL,CHITUNGWIZA MUNICIPALITY,-18.03026185,31.07172126
9256 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0299758,31.07122222
9275 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02964452,31.07053684
9018 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02889284,31.07179923
9387 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03110802,31.07012492
9485 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03234203,31.06826707
9438 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03080962,31.06952249
9036 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02928469,31.07119222
9459 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03158102,31.06929696
9267 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03022503,31.07099215
9037 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02919018,31.07119811
9536 331 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03203226,31.06774495
9021 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02893596,31.07149803
9299 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03074983,31.07102247
9320 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03079144,31.07169099
22173 9476 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03224286,31.06906844
9430 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03013084,31.06969059
9040 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02903531,31.07145976
9391 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03144843,31.07023337
9264 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03047367,31.07110391
9547 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03134643,31.06867242
9495 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03204277,31.06834945
9297 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03069917,31.07120849
9376 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03017566,31.07037195
9383 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03073598,31.06998786
9228 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03014627,31.07203134
9378 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03027055,31.07020777
9334 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03126164,31.07062723
9230 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03032904,31.07203926
9337 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03129427,31.07090785
9384 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03084593,31.07002551
9298 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03074916,31.07112033
9271 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0299495,31.07073726
9501 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03178157,31.06893113
22172 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03228889,31.06897088
9472 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03180326,31.06922928
8971 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03059314,31.0721264
9288 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03029068,31.07087534
9353 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03179209,31.07084564
9306 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0307485,31.07056616
9425 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02985104,31.07003636
9545 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03144897,31.0685068
9420 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02994147,31.07009594
9237 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03096207,31.07209593
9303 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03057153,31.07061091
9219 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03086192,31.07214677
9412 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03060641,31.06965761
9042 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0289612,31.07173668
9032 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02944827,31.07081839
22170 9476 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03228043,31.06877478
9411 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03074259,31.06962782
NULL,CHITUNGWIZA MUNICIPALITY,-18.02935301,31.07097864
9336 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03141035,31.07074693
NULL,CHITUNGWIZA MUNICIPALITY,-18.03085527,31.07096514
9034 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02938692,31.07103416
9280 UNIT K UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02972256,31.0704165
9508 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03169798,31.06821326
9395 327 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03183219,31.07032475
9491 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03229311,31.06806136
9512 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03197678,31.06796971
9028 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02928584,31.07085047
9301 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03072967,31.07078461
9523 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03280211,31.06723037
9331 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03122645,31.07088475
9033 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02939935,31.07089562
9329 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03121226,31.0710706
9469 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03154999,31.06908801
9276 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02949772,31.07042557
NULL,CHITUNGWIZA MUNICIPALITY,-18.02980316,31.07011083
9332 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03123274,31.0707776
NULL,CHITUNGWIZA MUNICIPALITY,-18.03021829,31.07082842
9024 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02908511,31.0711663
9390 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03140064,31.07017905
9503 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03151875,31.06873052
9362 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03125845,31.07033031
9520 2236 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03259582,31.06741528
9222 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03058993,31.07219404
9405 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03139917,31.06988126
NULL,CHITUNGWIZA MUNICIPALITY,-18.03194376,31.07001129
9239 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03115527,31.07208897
9218 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03095472,31.07215187
9221 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03068651,31.07213263
9292 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03070626,31.07168472
9290 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03046294,31.070998
9339 2267 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03127856,31.07109485
9433 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0303915,31.0696076
9250 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02969558,31.0711334
9372 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03031993,31.07032762
9448 329 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03179926,31.06981904
9260 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03028856,31.07144177
9437 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03072982,31.06950121
9365 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03101985,31.07020453
9432 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03030213,31.06962995
9029 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02937039,31.07082804
9363 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0311962,31.07024128
9418 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03004679,31.06993316
9370 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03052017,31.07016963
9293 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03071095,31.07158753
9429 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03005637,31.06971187
9431 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0302117,31.06965867
9441 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03107453,31.06960973
9326 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03119145,31.07142663
9254 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.02982443,31.07111651
9409 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03095856,31.06968953
NULL,CHITUNGWIZA MUNICIPALITY,-18.03013499,31.07143373
9043 2226 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0289542,31.07182083
9335 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03133403,31.07071151
NULL,CHITUNGWIZA MUNICIPALITY,-18.0312377,31.0715647
9274 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0297216,31.07059247
9436 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03064684,31.06950334
9500 2362 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03182417,31.06883295
9454 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03203112,31.06940397
9532 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03232193,31.06749695
9488 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03252626,31.0680475
22165 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03273326,31.06773714
9361 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03134443,31.0703597
9235 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03077945,31.07206812
9234,CHITUNGWIZA MUNICIPALITY,-18.03069005,31.07206077
9308 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03088337,31.07067855
9385 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0309702,31.07003471
9544 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03143,31.06840138
9463 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03123546,31.06918172
9338 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03128956,31.07099899
NULL,CHITUNGWIZA MUNICIPALITY,-18.02989891,31.06995125
9444 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03141498,31.06972038
9316 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.0308159,31.07141068
9285 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03007484,31.07071983
9364 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03110435,31.07023025
9375 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03012595,31.07045027
9300 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03075318,31.07092997
9456 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03184313,31.06934321
9461 UNIT K,CHITUNGWIZA MUNICIPALITY,-18.03143109,31.0691989
